x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
393.4227752685547,327.46227264404297,369.6139907836914,302.0071792602539,352.40325927734375,264.8381996154785,353.9088821411133,232.97422885894775,381.1253356933594,225.1325225830078,377.5233840942383,225.23680686950684,379.7718048095703,176.74810409545898,380.28541564941406,149.4686508178711,382.30358123779297,125.92294692993164,395.1113510131836,231.78394317626953,390.80821990966797,206.6537046432495,379.9744415283203,236.49630546569824,377.9425811767578,257.7188014984131,410.94085693359375,241.35855674743652,408.5542678833008,215.5138063430786,394.14966583251953,243.30184936523438,390.2631378173828,265.3505516052246,425.80257415771484,254.06747817993164,425.44654846191406,224.39602375030518,412.3756790161133,236.49441719055176,407.0437240600586,252.36900329589844
393.10787200927734,326.5758991241455,369.46250915527344,302.26118087768555,352.7529525756836,265.27058601379395,356.0630416870117,232.53962516784668,383.1029510498047,226.41995429992676,376.5376281738281,224.7332239151001,378.5326385498047,176.52400016784668,379.86778259277344,149.86495971679688,382.2002410888672,126.77257061004639,394.03602600097656,230.77187061309814,390.8498001098633,204.61286544799805,381.3231658935547,234.7272491455078,378.6355209350586,256.3736057281494,410.1483917236328,239.95957374572754,409.0184783935547,214.05381202697754,395.92525482177734,241.32659912109375,391.45050048828125,262.9153347015381,425.2116394042969,252.5778865814209,426.6157531738281,223.7713623046875,413.87516021728516,235.4771089553833,407.41886138916016,251.03585243225098
394.79801177978516,326.49364471435547,370.6456756591797,301.8655586242676,354.1292953491211,267.1531391143799,362.03128814697266,235.95477104187012,390.7703399658203,227.53868579864502,374.1311264038086,223.58742713928223,373.65100860595703,176.74339771270752,374.9021530151367,150.6492805480957,376.5824508666992,127.56594657897949,393.01219940185547,228.75545024871826,389.49169158935547,201.82554244995117,382.62290954589844,234.93192672729492,380.8918762207031,256.8369770050049,410.71895599365234,237.368803024292,409.8563003540039,212.31529712677002,399.1344451904297,242.3599147796631,395.4025650024414,264.05725479125977,426.84154510498047,249.91613388061523,429.4102478027344,221.4635181427002,417.4462890625,235.28673648834229,410.38890838623047,251.49693489074707
394.42325592041016,326.6129207611084,370.41309356689453,301.3920021057129,354.9946594238281,266.09856605529785,363.28800201416016,235.04871368408203,392.42244720458984,226.7769956588745,373.8924789428711,223.4403419494629,373.6857223510742,176.16770267486572,375.047607421875,150.25204181671143,377.04307556152344,127.2224235534668,393.0089569091797,228.87589931488037,390.787353515625,202.2606325149536,383.5536193847656,234.17788982391357,381.2203598022461,254.48524475097656,411.01966857910156,237.5332546234131,411.4788055419922,212.37030029296875,400.71502685546875,242.26495742797852,396.60804748535156,263.22635650634766,427.32933044433594,250.18306732177734,429.89444732666016,221.94560050964355,418.6924743652344,236.22596740722656,412.8240203857422,251.9780158996582
395.0902557373047,326.60837173461914,370.7798767089844,300.87944984436035,355.74623107910156,266.40907287597656,365.12367248535156,236.0048246383667,394.0306091308594,226.57366275787354,372.76123046875,223.41137409210205,372.14366912841797,176.8668508529663,373.6395263671875,151.47680282592773,375.9304428100586,128.1521701812744,392.7236557006836,228.37443351745605,390.46398162841797,202.3203706741333,383.5255813598633,235.55611610412598,381.5693664550781,256.1176586151123,411.3484573364258,236.6951036453247,411.61094665527344,211.19874000549316,401.1525344848633,241.65793418884277,397.63805389404297,262.57638931274414,427.75768280029297,249.51642036437988,430.2349090576172,221.29385948181152,419.28871154785156,236.2437629699707,414.5146179199219,252.1958827972412
396.17034912109375,325.27344703674316,372.02136993408203,300.47947883605957,357.22129821777344,265.39149284362793,368.5151672363281,235.45018672943115,397.63099670410156,228.70469570159912,373.18538665771484,221.77481174468994,371.4847183227539,176.74867630004883,372.53944396972656,151.76065921783447,374.5855712890625,128.9698076248169,393.4752655029297,226.22642040252686,391.69979095458984,200.53331851959229,385.45326232910156,232.62605667114258,383.39866638183594,253.0887222290039,412.19112396240234,234.89059925079346,412.6968002319336,210.85443019866943,402.5531005859375,239.80297565460205,398.4208679199219,260.51390647888184,428.53965759277344,248.4169578552246,431.86084747314453,220.82871437072754,421.01036071777344,234.48180198669434,415.318603515625,250.68780899047852
395.16162872314453,325.45992851257324,372.0395278930664,301.01746559143066,358.3296585083008,265.60020446777344,370.69713592529297,236.41425132751465,398.6128234863281,227.63726234436035,372.0098876953125,221.46776676177979,371.1309814453125,176.19927406311035,372.7609634399414,151.32159233093262,375.0798034667969,128.49148750305176,393.07918548583984,225.80557823181152,392.3196792602539,200.23714542388916,385.78357696533203,232.6184892654419,383.67774963378906,252.95236587524414,412.1492385864258,234.3276071548462,413.1950378417969,210.4367208480835,403.21800231933594,239.9031114578247,399.51820373535156,260.20660400390625,429.0342330932617,247.37345695495605,432.8673553466797,219.7998332977295,422.4104690551758,233.480544090271,416.9820785522461,248.95723342895508
397.0033264160156,324.8572540283203,374.6149444580078,299.60947036743164,361.6301727294922,265.71696281433105,374.8716354370117,237.79695510864258,400.30731201171875,226.20981216430664,372.14534759521484,221.87952518463135,369.9560546875,176.40239238739014,370.9499740600586,151.69818878173828,372.89920806884766,129.0882396697998,393.7437057495117,225.29326915740967,394.1581344604492,199.40596103668213,388.49376678466797,229.50273513793945,386.2163543701172,250.05274772644043,413.0998229980469,233.69876861572266,414.7737121582031,210.55123329162598,406.1598587036133,238.27558994293213,402.3920440673828,259.4447708129883,430.3782653808594,245.97241401672363,435.55450439453125,218.73900890350342,426.8533706665039,229.29021835327148,421.10477447509766,243.7239933013916
397.72594451904297,325.63024520874023,375.4533004760742,302.17037200927734,363.3382797241211,266.4173698425293,376.36390686035156,237.22681045532227,400.8036422729492,225.07394313812256,373.09417724609375,223.25135707855225,370.6684875488281,177.62156009674072,370.93761444091797,152.1939754486084,372.57850646972656,129.5213270187378,394.6533203125,226.33277893066406,394.86087799072266,200.01388549804688,389.32411193847656,229.5974063873291,387.42183685302734,250.51368713378906,414.2579650878906,234.12659168243408,414.81395721435547,212.1464967727661,406.44683837890625,240.62610626220703,403.23169708251953,261.09509468078613,431.93939208984375,245.6971836090088,435.11341094970703,219.06798362731934,426.28482818603516,231.9575071334839,421.44996643066406,246.68397903442383
399.3267822265625,324.5845127105713,376.43951416015625,300.4555606842041,365.3609085083008,265.95691680908203,378.20960998535156,237.5689172744751,401.06781005859375,223.11790466308594,372.8104782104492,222.92444229125977,369.8672866821289,177.6335334777832,370.0804138183594,151.88568592071533,371.3692855834961,129.15385723114014,394.3980026245117,225.4744005203247,394.86026763916016,200.7048225402832,390.31272888183594,228.59928131103516,388.2840347290039,249.83885765075684,414.18304443359375,232.78761863708496,414.97554779052734,211.1147403717041,407.56629943847656,237.5287628173828,404.38098907470703,258.1648063659668,431.99440002441406,243.80447387695312,435.0729751586914,218.28593730926514,427.2563171386719,229.90972995758057,422.8645324707031,244.35490608215332
